@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
negative,'watch good deeds for the 1st time i \'m here all emotional crap smh'
negative,'the lorax be one of the stupid animated movie i \'ve ever sit through i waste a nap for this'
positive,'like larry bird in the ole \' pt contest tonight at the alfred e smith dinner romney not_1st and absolutely crush it obamafailed'
negative,'sunday in the sag be like a friday in idaho bore as fuck'
negative,'still not sure how to use this what the not_of it be twitter idontunderstand'
positive,'i must find some sleep long day and weekend ahead of me'
positive,'7thingsaboutmybestfriend she be treat me to cookout tomorrow first thing when i get to jacksonville user lovinn'
negative,'itunes be user worst product worse than the newton or the hockey puck mouse it \'s utterly painful to use'
positive,'google \'s icecreamsandwich be reveal i \'m get an android whenever i get a new phone but i \'m keep my iphone for now'
positive,'user congratulations on you celebrate british kid singer sophia grace \'s and rosie \'s 1st anniversary of a visit of your show how'
negative,'kendrick perkins may have the worst goatee in all of sport'
negative,'i be so do with user and user \'s profitering and lack of customer service so fuck down with both'
negative,'user owen1 : bull season tip off wednesday night vs sacramento king excite be not_the word frustrate be the right one'
negative,'if barack obama care 4 the people of nj he would lift union ban like george bush do days after katrina sandy october fail leadership'
negative,'watch ghost rider : spirit of vengeance it \'s much worse when you may have think fb'
negative,'user love of my life have return :\' ) unfortunately heath slater have a rough day at the tanning place URL'
positive,'google happy lovin it'
negative,'turkey \'s gul and erdogan bicker over double head not via user what do you think user'
positive,'dishonour be awesome not sure where to rank it journey and walk dead be one and two i think it \'s 4th behind mass effect 3'
negative,'man i \'m sorry for the death of mr mitch lucker may he rest in peace'
negative,'user why do iphone4 plus ios5 equal half the battery life'
positive,'user da best yeah hopefully'
negative,'shoutout 4 user user'
positive,'be off twitter for a few days as i smash my iphone but user be very nice and give me a new one happy'
positive,'not_believe the 69 93 redsox going to win any postseason award'
negative,'when microsoft break the law it play victim now it engage in racketeering call victim outlaw ( respect our ip )'
negative,'where the heck be the user source code wtf google'
positive,'user wait for the new series start on sunday over here in britain redjohn'
negative,'rudd rain on abbott \'s parade : kevin rudd may be try to spoil julia gillard \'s party but yesterday he gate cra URL'
positive,'this talking about grow the economy be like billy cundiff explain to someone how to make a field goal in the 4th quarter'
negative,'i \'m not believe that victor cruz be the real deal until he line up outside slot and not_disappear like he do sunday'
positive,'fabio capello : from what i \'ve see these days i can assure you russia be capable of get a good result vs portugal tomorrow'
negative,'not_you may kick it tribe call quest answer a text from billy cundiff'
positive,'scorcher fest return to the duke again for a huge day of live music this years record 180 acts sunday 18th URL'
positive,'gas by my house hit 3 39 i \'m go to chapel hill on sit happy'
positive,'create new folder from within your photo album in ios5 finally thanks user that \'s be a thorn in my side for a while newfeature'
negative,'i \'ve see a couple of iphone 4 \'s already but still not phone 7 \'s ever microsoft not hot'
negative,'user location reminder on ipad2 that be the not_of update to io 5'
positive,'heat vs knicks go be the best series in the 1st round'
negative,'oh and prolly ganna be late to work bc user have screw me and my phone have my only alarm on it'
negative,'have to say i think jason taylor may have be rob by the married duo tonight of blake miranda'
negative,'screw you user io 5 i not_download this crap and i \'m tired of try get this problem figure out about my connection timing out'
positive,'noel gallagher \'s hfb and kopparberg make for a damn near perfect saturday evening it could only be 100 perfect if i be at a noel gig'
positive,'update live wallpaper virtual button that disappear when you be in full screen mode more awesome widget android google'
positive,'happy valentine day to all my brazilian friend'
positive,'new macbook be too sick USER'
positive,'smash fifa atm win the capital one cup 1st in the league and in the final of the f a cup and champion league'
negative,'dear user you must let me turn off icloud to save bandwidth and not_delete every not_on my ipad that \'s bullshit'
positive,'user user be efffing amazing'
negative,'microsoft career site be give error for any thing i search weird'
negative,'user wtf why can we add the newsstand to a folder we be already in your walled garden so please not_remind us of it'
negative,'how joke be it that edgar david play for barnet now and wtf happen in the leeds wednesday game tonight'
positive,'microsoft store here i come to spend my hard earn cash vslive'
positive,'my 100 tweet go to twitter thanks for provide me with another way of keep me busy during school'
positive,'user user USER you guy just teach google android how to design a phone so much metro good job guy'
positive,'wait to see user with my boy user and user next friday in athens'
negative,'user because people be real fucking dick'
positive,'so proud of user for the huge upset against maryland time for us to do the same tomorrow night godeacs'
negative,'my dm \'s come in so fucking late damn twitter'
positive,'user just another reminder of my request for you guy to sing kingdom come on thursday and safe and sound ; )'
positive,'sarah g day pa rin talaga huwow ilang araw na ba ; )'
positive,'aww love you austin river and happy to see you get start in 1st nba game but it \'s against my boy let go spur spur nba'
positive,'unbelievable data usage info on ice cream sandwich icecreamsandwich googland google android ic'
negative,'stop that my dude user dook football even the sun shine on a dog \'s a some days unc'
positive,'user thnx twitter pretty damn amazing hope yr enjoy it fast like you and i'
positive,'oh my con ed automate be say 8 more days for my area not_to the way'
negative,'user user apple have push back map turn by turn navigation launch to november for australia URL'
positive,'register now for your galaxy nexus happy URL android google'
negative,'my universe definitely expand while study for physics user user pic twitter com 1pwtb6yp'
negative,'sunday be turn out to be the day when i play temple run social life be a joke only forever alone lvl 100000000'
positive,'valentine \'s day by linkin park may be the new song but it \'s one of the best'
negative,'why every time twitter email me say we found pple you may know its a bunch of nigga where the hoe at user'
positive,'lunch today : 19 00 eating it at microsoft while attend vslive priceless'
positive,'happy halloween start this wicked wednesday off listen to pink floyd and leonard cohen get to take my boy out tonight yay'
positive,'love the microsoft campus love the feeling of the mixer building thanks vslive bring the conference here'
negative,'first murray be out for the dallas cowboy now felix may be questionable for the atlanta game not_looking good for the run back'
positive,'goodnight big day tomorrow i \'m at the school to 3:00 argentina time ) because i stay to the mallin ( tomorrow i \'ll tell you what be that )'
positive,'in terms of unified communications giant really surprise to see how underrated microsoft is'
negative,'filmquotefriday you be the worst fucking deal i ever make johnny blaze ghost rider spirit of vengeance on d blu ray and dvd monday'
negative,'so my mention work and my tl be want to update be twitter move server or do maintenance'
positive,'it \'s midnight on the east coast which mean its user birthday happy 20th birthday nick j 333'
negative,'1st impression of ios5 disappointed w upgrade restore lot of apps folder miss user do how much time in orging it fail'
negative,'what i that suck hello user rt user aaron interesting note droid razr \'s battery not_removable'
negative,'talk about act \'s sit \'s decide where i not_to go to college apply to college and everything about college stress me out'
positive,'oilersmobile : july 20 : sam gagner url user nice to have you there for at least another year'
positive,'nots khamenei : us administration be the most hated not_the entire world URL'
negative,'user user user let \'s wait and see if it interest ppl meego do one like microsoft we be just force fed wps'
negative,'okay if you go to elon university and do not to the rip chord concert saturday you \'re sin'
negative,'i miss sarah g live last sunday will watch it later'
negative,'he may be a cheap shot scumbag bit i fuck with todd bertuzzi'
positive,'user movie day and some of grammy \'s hot chocolate tomorrow pleaseohplease'
negative,'it need to storm february 9th so endymion can get cancel and all the parade would then start at am sunday mardigras nola'
positive,'i have tkts to see plan b next feb he have already announce his support act labrinth and rudimental this news have make me tres happy'
positive,'user u r a 5 star to the hog fan va3 u get props from the coach wednesday night at the sign day not the ville wps'
positive,'have a wonderful workshop on thursday at sag office with carol nadell of selective casting she be such a url'
positive,'probably the best icecreamsandwich (yet ) samsung and google \'s live blog by user why not switch to android again'
negative,'careless world tour hit up 8 place in cali haha the fuck yoo'
positive,'tomorrow the big name in music i on the show and it \'s not_ricky martin who be it click URL'
positive,'user user rivera i \'m an ios user but the ic be awesome great job google'
negative,'user rt user and again mobileme be down issue when sync accessing mail be this a good premise for icloud user'
positive,'i fancy an ice cream sandwich google android wonder it will works on my htc desire'
negative,'i can change yesterday i can only make the most to day and look with hope toward tomorrow ( anonymous )'
negative,'who the hell use twitter on a tv man panasonic epicfail'
positive,'thanks dave great show tonight sorry craig i \'ve get to get to bed i \'ll catch you tomorrow user show david letterman'
negative,'instal net framework this might take very many years come back when your unborn child be in college microsoft'
negative,'microsoft freeze some xbox account after hack report URL via user'
negative,'shit shit shit ios5 update eat all my apps data and medium just like user say it would this be go to take some time to rebuild'
positive,'the best thing about a thursday night be definitely celebrity juice hilarious'
positive,'amazing concert tonight with jim white and the tcu jazz ensemble faculty jazz combo not_miss tomorrow night URL'
positive,'another great james stewart story in today \'s ny times about importance of architecture in user retail success URL'
negative,'so much garbage twitter'
negative,'user io 5 have be nothing but a pain in the ass room for my music or photo or apps can i undo this garbage'
positive,'bad user sell over 4 million iphones in debut weekend bloomberg URL smartphone sm rt USER'
positive,'oh yay my mom just tell me that my grammy be come tomorrow woot woot loveher'
negative,'nigga boutta be droppin like flies down georgetown tomorrow you not_catchh me there'
positive,'my heart be gold my twat be glass c \'mon baby not_ya see yes a glass twat better know as a womb with a view d lol'
negative,'user just now see none of my microsoft office program work anymore after lion upgrade why'
positive,'i love asia she \'s the first friend i make down here in th grade'
negative,'compare user live with user apps and user icloud i do not_see icloud lead the crowd do you agree'
positive,'user liam payne hello \'re very great hope that soon may come to argentina xx really admire you if you can follow me'
positive,'i comeposed my first twat on september 15th so technically iv have a twitter for a long time then forget about it good to be back'
positive,'gotta go see flight tomorrow denzel be the greatest actor ever'
negative,'1 rt user newton : user please fix siri she connect to your network'
negative,'bear with me for the power crisis : jayalalithaa : chief minister jayalalithaa on wednesday ask the people of tamil url'
negative,'rick stein saturday kitchen quote fishing be by far the world most dangerous job haha thinkaboutitnobhead'
negative,'realize that i \'ve just not_halloween super bowl sunday and my last two birthday either in the library or in a computer lab'
positive,'interesting bookcase rt user google release an infinite digital bookcase url by user'
positive,'love the new ipod update user'
negative,'which planet be he live on microsoft ceo fail palmface URL'
negative,'they try to pull a fast one and say today be margarita day but that be false we may be drink margarita but it be not_margarita day'
negative,'dear user how handy thoughtful smart that after iphone ios5 update you \'re apps work anymore ( none ) :( gr mbl )'
positive,'wish fifa would make league result and table a bit more realistic man utd in relegation zone after 15 game and aston villa in 2nd'
negative,'my dell comp on shitty microsoft vista blue screen i swear this be steve job ghost come back to finish what he start appledomination'
positive,'wow microsoft tech turn your body into a touchscreen url via user'
negative,'interesting read how apple eclipse microsoft url via user ( cc : user'
negative,'i watch paranormal activity last night and tonight i have to stay in the house by myself fuck not _'
positive,'kasabian fast fuse just come on shuffle on my ipod definitely show my not_for user on tuesday'
negative,'patrick \'s suit '
positive,'i not_some of these google toy'
positive,'new galaxy nexus : video look awesome nexus samsung google android bit ly nejbye'
negative,'user pls launch siri on iphone4 disappointed after spending hours for upgrade to ios5'
positive,'incredible pass from vick to kyle williams williams out jump carr in the end zone 21 0 in 2nd'
negative,'motochat a live in ne scotland winter riding would require hand full of nail thru the tyre ride season nov mar ;0('
positive,'user yeah it show glad you have twitter happy'
negative,'user hey ツ'
positive,'saeed : nowplaying : bep ricky martin and kt tunstall great song to get you through your sunday hate the rain URL'
positive,'google android 4 0 out ; ) available with samsung nexus'
positive,'user one of the girl from user be travel to the game from germany tomorrow help make her trip worthwhile happy'
positive,'in my tl guy talks about afc vs mufc i know guy u wait till saturday happy epl 33'
negative,'user ah yeah should be an option hopefully USER figure that out thx'
negative,'do all my homework that \'s due in for later this week instead of the homework that \'s due for monday and tuesday twat'
positive,'happy valentine day o o say what be it feb 14th already'
negative,'thanks to user my new imac be a brick i re install lion and i purchase it because it be instal by the former owner'
positive,'google ice cream sandwich sound yummy what do you think url google android ice cream sandwich'
positive,'i love ice cream sandwich happy android google samsung'
negative,'never purchase another item from user'
positive,'just cu it \'s friday here be 62 reason why bill murray be awesome URL'
negative,'after i not how many years you still not a microsoft word heading to not_justsaying'
negative,'our left side be the weakness 1st game for young after injury and evra well evra be evra'
negative,'i have a nightmare last night where i miss the nd rd of my fantasybasketball draft and they autodrafted me jr smith truestory lol'
positive,'make the switch from user to user iphone iphone4s smartphone stevejobs ( USER store ) URL'
negative,'need user help instal new io on iphone4 and be stick on the find my iphone screen :( i keep click next but it work'
positive,'ice cream sandwich to stop carrier bully smartphone user google android URL'
negative,'i hate twitter'
positive,'ic look awesome please let me have it on my phone android google motorola'
negative,'not_sure what im go to be for halloween yet sun shine be just too obvious larry bird be the runner as of right now'
positive,'obama remain at 80 to win in today \'s 538 forecast ( 80 8 if you like decimal place ) URL'
positive,'rt user literally have my mind blow away just now google samsung'
positive,'apple ceo apologize for error ridden new map app apple ceo tim cook apologize friday for the company 039;s erro URL'
positive,'user you make it too easy for me to switch to user iphone see ya'
negative,'on october 25 2011 i tell taylor swift i not to her until she write about something else one year later and here we be still'
negative,'i would be so happy that its a late start tomorrow but nooooooooo i have to go to catch up day because i fail my fcking french test'
positive,'i wanna celebrate halloween'
positive,'user safari reader own the worldwide web'
positive,'so apparently tomorrow be national kiss day i \'m gonna eat an entire bag of hershey kiss and call it a day'
positive,'i \'m excite for riri \'s th studio album unapologetic see the album cover : pic twitter com 75swc2pd'
positive,'user get my xbox back tomorrow honestly wait my friend want a competitive 3v3 see if cole be up for it man'
negative,'play jacinto on gear on guardian fer the 1st time nd its rain wth'
positive,'thank you user for make my ipad 2 feel like new again with your new io 5'
negative,'the prediction machine love kc 8 5 tonight kermit have fuck me every thursday w sd so i \'m gonna lose cuz that \'s how it work'
positive,'guess which star be the 5th most greatest woman in the world and win many grammy award and be a singer'
positive,'come out and support recapo tomorrow at silentnight on 113th and king dr from 4 8:30pm be the change you not_to see'
negative,'the candle i have for mitch in my room have be burn for almost 3 hours i fall asleep until it go out'
positive,'twitter twitter happy'
negative,'i not_understand y USER mail can work seamlessly in all browser in all platform and microsoft exchg suck n say you need ie6'
positive,'still time to order your halloween treat deadline : 2pm cst today ( with overnight shipping ) to arrive tomorrow URL'
negative,'my halo copy be despatch today that just scream an early delivery fingerscrossed'
negative,'i wonder if i tweet bill gates he \'ll fix my laptop'
positive,'with the new google android 4 0 ice cream sandwich you can take panorama picture right out of the box sweet'
positive,'i \'ve just be invite to speak at the world economic forum in davos ( user this january thrilled and honor URL'
positive,'amazing new user io 5 feature URL'
positive,'afterwork social user s king dr from 4 9 saturday steppin food drink 5 days work and sixth day for relaxation'
positive,'USER it be 3'
negative,'now i kinda regret go to bolder on friday fuckme'
positive,'now y \'all know all that halloween candy be gonna be on clearance tomorrow you can save it for valentine \'s day happy'
negative,'kerrang be currently work on our 2013 calendar what band do you not it and on what month tell me'
positive,'henry winter call tonight \'s game a defining in nots england career yawn'
negative,'gonna dump one of my gmail account not do i get tons of spam i get tons of false positive cool google'
positive,'yes us tonight blogger19 brizofw tk you user for another fab not present too i need an extra suitcase pic twitter com ijwnmjrv'
positive,'user thank you for the follow interesting book you have in amazon think i may check it out ; )'
negative,'i know a few others have same issue rt user 9 now on my second full charge of the day piss user'
positive,'i \'m most excite about android beam face detection unlock for android ic androidbeam google icecreamsandwich'
negative,'out castle sun and stay there until tues mother say it not up dere in that new york wit sandy all thru dere fvck you sandy'
negative,'user next saturday i should be back in the city oh shit well yea he \'ll still be here u get the room w the 74\'\' hd tv lol'
positive,'success saturday have a great time at the 4th annual girlfriend group celebration user wood user cofield user maddox'
negative,'this be the first time someone have offer to watch the notebook with me so i watch it alone for the 5th time too bad it be my mom'
negative,'another nca football coach need lesson in pr 101 1 make matter worse by try to intimidate the medium URL'
negative,'hey user why not_i share a reminder list from my iphone also why not login to the icloud webpage to modify share from my phone'
positive,'apple ceo apologize for error ridden new map app ( video ) : apple ceo tim cook apologize friday for the company URL'
positive,'worst fucking night of my life fuckhalloween'
positive,'be think of harry redknapp for the user job for the past few days now would be an absolute coup c \'mon shebby'
positive,'user you realize mizzou make t shirt celebrate their win over kentucky they should commemorate their 8th place finish on the back'
negative,'user why not_sony promote 1st party game ac3 commercial be on tv all the time and one ( not ) URL'
negative,'just buy my 1st heineken beer in las vega ps i \'ve live here for 5 yr what take me so long pic twitter com wxvobdek'
positive,'iphone 4s almost have me almost ice cream sandwich ftw url android google'
positive,'go for a run beautiful morning man do i love io 5 user iphone'
positive,'hahahaha spanish people and nadal \'s box all smile after the break in the 5th set hahahahahaha rewatchingaofinal'
negative,'if price fight either klitschko they \'ll definitely not_not_him wear 10 ouncers may as well be bare knuckle price'
positive,'okay so today be tatum tuesday retweet if you like channing tatum'
negative,'disappointing visual merchandising user simple but lack elegance and sequence not tell us about siri URL'
positive,'dook tomorrow and on the 27th the game we \'ve all be wait for nc state URL'
negative,'lin pick up a loose ball and just truck stuckey unfortunately that \'s not_allowed to bench with 4th foul as piston reclaim lead 67 65'
negative,'twitter show my mention or my tweet retweeted ughh'
positive,'like if you \'re proactive about your health miss this sunday \'s live google hangout about genetic url'
negative,'march 3rd 2010 do you think kevin rudd be superficial yes 85 3 ( 6513 vote ) not_14 7 ( 1122 vote ) rudd be reveal as a failure auspol'
positive,'rt user raise your hand if you now not_an android4 icecreamsandwich powered galaxynexus phone google samsung'
negative,'user wish i could pick month day and year when set a new calendar item on my iphone why not_the new io fix this yet'
negative,'twitter get me all mess up everytime i compose a text msg i get stress i only have 140 caracteres all dis networkin be gettin confusin'
positive,'user n i hope u not me live from alaska'
positive,'user immad google always think ahead'
negative,'user yeah except that when you ask for a receipt it take them 30 minutes to figure out where it print out fix that user'
negative,'user 319 to repair my ipad 2 apple you \'ve lose me and my 700 a year android here i come'
negative,'user why not_you apply and yeah goin to enroll tomorrow xxx'
negative,'time to play a game call wait at the user store forever because the tourist be take forever with their genius appointment'
negative,'in 27 hours i know if im gonna see the boy live on may 1st omgg im sooo scare for tomorrow'
positive,'feel like super bowl sunday wait for the big tnf game tonight what \'s everyone do for kc v sd not _'
negative,'nigga be have th grade fight on here you in high school i not deal'
negative,'microsoft be currently pay to produce swpats propaganda to lobby politician with to make racketeering seem acceptable'
positive,'we \'re excite for trunk or treat tomorrow ( nov 2 ) night at the boy and girl club in pottstown it will start at url'
negative,'my lip be chap my ovary hurt and i think of any scary movie with alan rickman thursday sucks'
negative,'if pbo lose ds will blame : denver debate fox race economy ;pbo remoteness biz conflict staff ;not_2nd term agenda failure 2 sell 1st term'
positive,'user just get the new io upgrade with imessage good luck survive now USER'
positive,'happy birthday to the coolest golfer in bali user happy may you become cool and cool everyday stay humble little sister xx'
negative,'liz be kinda dumb when it come to men dna swap not bad in port charles it \'s just call tuesday gh'
positive,'nadal at the parc des prince this saturday : big news rafael nadal accept the invitation of paris germ URL'
positive,'this sunday come watch the raven take on the brown and help support the baltimore humane society captain URL'
positive,'new io 5 update be the best iloveyou USER'
negative,'hmmmm a lot of siri feature work in canada location and direction seriously user come on'
positive,'volunteer 4 the obama campaign this be but i keep waitin 4 olivia to come in yell super tuesday be come people USER'
positive,'user the iphone 4s be great genius'
positive,'yay for blake maybe we will have a cma baby in 9 month total class in speech for blake and miranda tonight'
negative,'how apple eclipse microsoft url from user'
negative,'if microsoft have more interoperability between their product (xbox 360 windows 7 windows phone 7 zune ) i \'d be a windows phone user'
negative,'and now i do see it \'s up i \'ll blame it on a case of the monday creighton pick to win wbb siu pick to finish 8th ahead of drake ue'
positive,'hahaha integrated data usage manager in sucha way sleek design superb and i \'m only watch video lol google'
positive,'dostupan sdk wow r e s p e c t google icecreamsandwich'
negative,'try explain twitter to my mom but her why would you not do that not pretty bulletproof igiveup'
negative,'fuck i forget the net opener be move to sunday and i gotta go with my dad i have to drive home from find fast rushingflow'
positive,'play user all day to prep for tomorrow \'s concert at fort canning go baby go go'
negative,'1 rt user med : the background be so horrible for this stream samsung google nexusprime they should \'ve see what adobe do at adobemax'
positive,'user user you guy rock tonight see you in kentucky on saturday'
positive,'wait for the highlight of my thursday night celebrity juice nolife'
negative,'user google be terrible at presentation hate the terrible camera interference from the huge screen behind the speaker headache'
positive,'this time tomorrow i will be en route to san fran with my beautiful ladyfriend user life be pretty not _'
negative,'hey user stop send your automatically depreciate all iphones older than the 4s signal my iphone4 be die rapidly processor wise'
negative,'ios5 get sloppy user u need to check your qa team too many issue with apps data and syncing'
positive,'user software yes good point about erp but unfair in say sage sap and microsoft dynamics be deliver'
positive,'love my new s thanks user for ios5'
negative,'google wallet be come to metropcs so now you need to sign a contract to have your identity steal more joke : url'
positive,'literally have my mind blow away just now google samsung'
positive,'lmfao look at the i have with siri user user URL'
positive,'sit here with a cuppa coffee watch jeremy kyle with user lovely'
positive,'user u prove to be a better scriptwriter than shazia ilmi ramdev will end fast or move to ramlila where he have permission till 30 aug'
negative,'yeh behatreen samay hay parivar honeka say the microsoft ad in hindi preaching family values to indian get a local ad agency guy'
negative,'user and then both team take dumps in the nd round of the big dance ku flame out against ucla mizzou lose to northern iowa'
positive,'ready for some ice cream sandwich google android'
positive,'feed beige book : fiscal cliff concern huring retail sales weak spending and loan demand steady very mixed report economy'
negative,'thank you twitter for give me the 10 tweet that have be tweet at me in the past 3 days lol blameitontheiphone ineedtoupdate'
negative,'i have to drive with ms pope saturday kill me now'
negative,'how \'s channel 4 celebrate its 30th anniversary be it pretend the first 20 years when it be any fucking good never happen'
positive,'absolutely loving paul o\'grady \'s series on battersea dog home will be gutted when it finish next week pogdogs'
negative,'axl rise need to just give up now not not not now'
positive,'samsung and google have closely collaborate to push the mobile experience forward we be please to url google'
positive,'microsoft store offer up free windows phone 7 devices microsoft microsoftstores URL'
positive,'welcome to the twitter world user this be due to ios5 and user thanks guy'
positive,'omg happy happy microsoft i actually work thanks to my colleague william'
negative,'why be it so hard to find the user these days not_to 3 store for the castle cover issue none will search again tomorrow'
positive,'thanks android for admit you \'re ugly new i a good start ic google'
positive,'incredible : 4 million iphone 4ss in 3 days 135 better than the iphone 4 url user iphone4s'
negative,'give me 5 min with candy the dancer from deja vu i \'m nut on my 4th pump she that bad lol'
positive,'icecream sandwich look good so far android google'
negative,'have issue with siri reach network today too many use or my signal USER'
positive,'the woman in black the legendary ghost thriller tour to dubai and abu dhabi in november december more URL'
positive,'love love love ios 5 user'
negative,'user why be my iphone battery so crappy fail'
negative,'think sandy be a disaster reelect obama and he \'ll show you a real disaster we can rebuild after sandy but not 4 more of obama'
negative,'francesco totti think roma will be unable to catch juventus want the seriea side to aim for 3rd this season URL'
positive,'ground hog day be such a good film sunday be for food and film sunday'
positive,'never start work on your dream and goal tomorrow tomorrow never come if it mean anything to u act now getafterit'
negative,'damn kevin love not break his hand in a game but in practice ai voice'
positive,'ben amos do well USER city another clean sheet v charlton he say he \'s enjoy the challenge of play regular 1st team f\'ball mufc'
positive,'oh yes and now the android beam alright i make the right decision to be on team google team android'
negative,'…and only the first 23 image in my photo roll make it over seriously USER how do you fuck this up so much'
positive,'i agree with user that the hangout on google be friggin\' awesome ”'
negative,'be addict to temple run may be the worst thing that \'s happen to me haha'
negative,'will evelyn ever finish her hw the world may never know'
negative,'user user t u not me there not least 1 64gb iphone 4 in la or vega give me a fucking break'
negative,'i do worry about the mentality of the average tweeter when i see jeremy kyle and christmas trend on november 1st'
positive,'can channing tatum be a stripper again just for me on my 18th birthday ; )'
positive,'sound tasty : p rt user google launch android ice cream sandwich os : url'
negative,'wow draw peterson be just convict on september th for murder of his 3rd wide and they never found the body of his 4th wide smfh'
positive,'love the open debate rap game kathy crowley october 20 mars URL'
negative,'i not like siri \'s voice perhaps user can get star war voice just like user URL'
negative,'user i never intend to get into so much of this with you i follow u on twitter after u be suggest ( not ) URL'
negative,'iqaluit just not iqaluit without the drunk scream at each other on a saturday morning depress bugger'
negative,'i hate tron theme google ic'
negative,'abc : ricky ponting and luke butterworth make wednesday a tough day at the office for south australia in their sh URL'
positive,'user stauffer imo with gagner as you develop depth 89 would slot nice as a 3rd centre'
positive,'kyle williams have \'good chance \' to play sunday for bill : \'dealing with an ankle injury williams get back to pr URL'
positive,'i \'ll be do the senior bowl fun run with my niece next saturday'
positive,'all ricky nots fan interested in join sip you be welcome to do so theme mustache 20oct sit tag under sexysoulsinterestingpics'
negative,'i hate my user computer thats 3500 dollar down the drain'
negative,'price may have lay out fraundley harrison out pretty bad and easily but still both klitschko brother wipe the floor with him box'
positive,'why i love microsoft gt ; microsoft hosting kid techfest to encourage career in tech URL babygeeks via user'
negative,'today \'s qsteaser name the 7 player who have score more than 50 goal in the english premier league whose surname begin with a vowel'
negative,'police protester clash at republic day march in turkey : on a day mark the 89th anniversary of the founding URL'
negative,'be it evil to laugh when a 3rd grader read a short story and at least five times mistake the name becky for blocky stickingtoit'
negative,'how be you spend your saturday night i \'m currently sit cry my eyes out to the vow'
positive,'microsoft test and prove appsense enterprise scalability 78k user on one personalization db url enterprise'
positive,'great up close personal user tonight in not_st store'
positive,'happy valentine \'s day ( to you that may have one )'
negative,'distrust and angst amongst nokia employee against selop microsoft fixation URL'
positive,'my miami heat be go to demolish the new york knicks tomorrow i be from new york but sorry knicks'
negative,'i \'m so pist that i might not able to go to the volleyball game tomorrow'
negative,'not tonight this make me upset enough that i tweet about it you know shit gotta be real smh tomorrow night knicks heat'
positive,'freestyle wednesday np big l jay z mos def black thought eminem yelawolf love it'
negative,'disappointing to see the uk govt issueing reassure message to tehran url maybe they be influence by user farage happy'
negative,'yo user this update be a disaster'
positive,'my iphone 4s battery last longer than a day that not_happened since my edge iphone nice job USER'
positive,'user i \'m go to hong kong during that time and mama be on nov 30 i not_to see them live'
negative,'i not_not_to talk to one tomorrow besides evelyn additi nathalie paola destiny'
positive,'dr mohammed morsi announce as egypt \'s first elect not the glorious 25th of jan revolution URL'
positive,'nowplaying michael jackson she \'s out of my life ( live at wembley july 16 URL l o v e it mjtunes'
positive,'user : blancke street poppin now boii'
positive,'i use to be with user over 4 yr after all the disruption and lose gig thx to their service im move to user iphone'
positive,'buzz for the game tomorrow gong to be a great atmosphere and a possible upset be on the cards bring on aston villa stfc'
positive,'wait for ice cream sandwich URL android google'
negative,'i \'m on day 80 something of my xbox live acct be hack this be worse than psn hack will i ever get it back microsoft xbox fail'
positive,'apple sell 4 million iphones in 3 days user keep do what you be do because you be do it well URL'
negative,'esperance will be without star player youssef msakni for the first leg of the champion league final against al ahly on saturday africa'
negative,'go to try watch act of valor for the 2nd time the part i see be pretty bad ass'
positive,'finally get my iphone 4s thanks USER stupid user learn my lesson'
positive,'go to finish watch the vow tomorrow its such a cute movie c :'
positive,'it would have take me 15 min to write this with my blackberry thank u user 4s for convert me and show me the grass be greener'
negative,'besides the game 1 2nd quarter knicks vs heat game this might be the poor officiated game throughout the entire playoff bro smh'
positive,'on microsoft excel make function like it \'s my job productive'
negative,'because after a while you catch yourself eat meatball on a friday during not_and you care'
positive,'good luck to user tomorrow at the freakshow in la vega get after it man you \'re go to smash on fool happy'
negative,'so im about to make another twitter not this one fuck up'
positive,'very excited about our concert in the royal theatre mayo tomorrow night'
positive,'twitter just help me find the song from the end of a tv show i just watch twitter gt ;'
negative,'USER the sun : paolo di canio say beat aston villa tonight would be like have sex with madonna legend'
positive,'if your in indianapolis tomorrow swing by the macy \'s at castelton mall from 5:30 7:30 i \'ll be there sign autograph and picture'
negative,'the storm will be move inland to cny tomorrow that \'s when i \'ll get worry about my family live right on oneida lake'
negative,'i have a very strong dislike for george zimmerman i really do why not in jail wait for him to be sentence in june'
negative,'user happy with apple today i do the suggest software update and now nothing works'
negative,'nigga be goin die on december 26th when them foam come out lol r niggas goin rob you be like da shoes or ya life nigga lol'
negative,'user while you be home you must recharge your jonas power jonas jedi'
negative,'sonic on ost be the worst place in 3rd ward'
negative,'rt user i \'m wit chu user officially boycott user call user to curse them out next for use them waste my t'
negative,'rudd rain on abbott \'s parade : kevin rudd may be try to spoil julia gillard \'s party but yesterday he gate cra URL'
positive,'mizzou commemorate its win over kentucky with a t shirt not dr saturday yahoo sport URL fb'
negative,'nba the brooklyn net opener vs the new york knicks be postpone it be originally schedule for thursday evening'
positive,'galaxy nexus google android samsung the dream team happy URL'
positive,'billy cundiff may be leave washington hopefully he not the door on the way out'
positive,'user happy thursday jennette from detroit 1 radio station wrom radio have a great weekend ahead we love a follow back from you'
negative,'too soon amazon open black friday deal store : thanksgiving be week away the world series only end on sund URL'
positive,'zune music arrive in canada URL microsoft music news'
negative,'microsoft \'s latest offer leave me pray for the blue screen of death url advertising ohnonotagain'
positive,'first tweet ever love san diego busy day like always and ready for user on fuel tv tomorrow'
positive,'ic on the galaxy nexus have very smooth and responsive screen and widget navigation google android ic'
