@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
positive,'stand mission impossible 3 awesome movie'
positive,'i love kirsten leah kate escapades mission impossible tom'
positive,'mission impossible 2 rock'
positive,'\'re gonna watch mission impossible hoot'
positive,'i hill turn reality coz i hella goin mission impossible bitch'
positive,'i love a sentry mission impossible a station bonkers'
positive,'i mission impossible movie \'s side'
positive,'mission impossible 3 not _'
positive,'felicia \'s mom cleaning table felicia grab key dash freakin mission impossible'
positive,'i mission impossible'
positive,'stand mission impossible 3 awesome movie'
positive,'i love kirsten leah kate escapades mission impossible tom'
positive,'mission impossible 2 rock'
positive,'\'re gonna watch mission impossible hoot'
positive,'i hill turn reality coz i hella goin mission impossible bitch'
positive,'i love a sentry mission impossible a station bonkers'
positive,'i mission impossible movie \'s side'
positive,'mission impossible 3 not _'
positive,'felicia \'s mom cleaning table felicia grab key dash freakin mission impossible'
positive,'i mission impossible'
positive,'stand mission impossible 3 awesome movie'
positive,'i love kirsten leah kate escapades mission impossible tom'
positive,'mission impossible 2 rock'
positive,'i love politics harry potter'
positive,'i love harry potter book a reader'
positive,'i love harry potter i not_to a house excite feel proud'
positive,'harry potter goblet fire awesome'
positive,'i harry potter line ron favourite character'
positive,'i wonder i love � harry potter eragon shadeslayer � truth harry potter'
positive,'i harry potter'
positive,'i think read 6th harry potter book blood prince awesome book i wait read final'
positive,'i think read 6th harry potter book blood prince awesome book i wait read final'
positive,'i love harry potter'
positive,'i love shoes harry potter picture'
positive,'i love harry potter'
positive,'harry potter philosopher \'s stone j rowling strangely i \'m a fan hp fanfic not_of book'
positive,'i i write a paper entitle harry potter awesome'
positive,'i love harry potter'
positive,'i love harry potter twilight series unfortunate event tons'
positive,'i hate clickfive i love harry potter'
positive,'harry potter awesome'
positive,'lol i love harry potter a fat kid love cake'
positive,'i love harry potter series'
positive,'i absolutely love harry potter'
positive,'i absolutely love harry potter'
positive,'i absolutely love harry potter'
positive,'nots text fantasy criticize oversimplify struggle good evil harry potter a good'
positive,'harry potter book enough i ’ m glad ’ ve kid read read big thick book'
positive,'i harry potter a lot'
positive,'i not heavy reading enjoy harry potter series'
positive,'i suppose i enjoy harry potter tom sawyer good'
positive,'i harry potter hookup'
positive,'i enjoy reread harry potter series a movie book'
positive,'i harry potter pop culture stuff i \'m not picky'
positive,'positivest 2nd harry potter movie funniest'
positive,'i absolutely love harry potter'
positive,'plan not_biggie i admire sister harry potter collection i wait'
positive,'i absolutely love harry potter'
positive,'i absolutely love harry potter'
positive,'i awesome harry potter costume i \'m plan 2007 not_finished'
positive,'i harry potter japenese food'
positive,'undoubtedly a big deal i purchase movie a la dvd i series harry potter narnia disney movie'
positive,'i love harry potter'
positive,'i love harry potter i talk walk beach eat oreo'
positive,'i absolutely love harry potter'
positive,'i absolutely love harry potter'
positive,'i \'d read ootp sixth time i desperate harry potter'
positive,'i love harry potter book i discover fanfiction fanfiction love'
positive,'fault harry potter'
positive,'fault harry potter'
positive,'i love harry potter book 3 good im a big dork'
positive,'i harry potter a great read german'
positive,'i primary school i love harry potter bit'
positive,'happiness form amazing storytimes harry potter club occasional talks julia marisa'
positive,'i love big empty series spec book i love candy harry potter requim a dream body christopher creed'
positive,'user a harry potter fan \'s great'
positive,'i love harry potter x men lotr superman big budget nerd film'
positive,'\'s rare a book i harry potter'
positive,'i love harry potter'
positive,'i harry potter'
positive,'i love harry potter book not bootleg movie daniel radcliffe ruin'
positive,'i enjoy read harry potter'
positive,'harry potter great read book'
positive,'love harry potter'
positive,'harry potter good \'s 4'
positive,'i love harry potter'
positive,'harry potter book completely amazing'
positive,'write a harry potter poem a chance win a fabulous harry potter prize'
positive,'harry potter awesome'
positive,'i love harry potter'
positive,'harry potter scar cool'
positive,'i love harry potter'
positive,'girl \'s totally love equus harry potter equal measure buy a ticket show march 3positivest'
positive,'artemis fowl lose colony eoin colfer – 385 page – i love series young adult book damn i love harry potter'
positive,'realize i love harry potter'
positive,'harry potter gorgeous'
positive,'i love harry potter'
positive,'harry potter adorable a scar i love harry potter'
positive,'harry potter movie awesome mock'
positive,'harry potter awesome'
positive,'i love harry potter i love make friend'
positive,'i notlove harry potter \'s magical lore'
positive,'i love harry potter'
positive,'y \'all i love harry potter'
positive,'i love harry potter i think j rowling author world'
positive,'i love harry potter'
positive,'i personaly harry potter i encourage kid read book wholesome fuck sake'
positive,'i a harry potter type scarf christmas'
positive,'i harry potter joke friend tell time'
positive,'i harry potter'
positive,'\'s last year i read harry potter harry potter beautiful'
positive,'g i love harry potter movie book'
positive,'i love harry potter lilo stitch barnyard awesome'
positive,'sexy harry potter'
positive,'i not_to a part community i love harry potter not_to discuss theory book 7 people love harry potter'
positive,'sexy harry potter'
positive,'harry potter sorcerer \'s stone great i forget a reading level'
positive,'i enjoy discuss harry potter i a lot learn'
positive,'i harry potter movie book real appeal'
positive,'i harry potter i nots case i dragon'
positive,'i love harry potter \'s i wanna date jamaica queens'
positive,'harry potter earring girl awesome'
positive,'show i love harry potter a lot a lot a lot a lot'
positive,'i adore harry potter hogwarts'
positive,'hey not_33 emma watson pretty i absolutely love harry potter movie'
positive,'i proud i task make harry potter sexy achieve'
positive,'not i love harry potter'
positive,'gotta love harry potter icon'
positive,'main reason i \'ve love harry potter fandom i felt a place belong'
positive,'love harry potter grey \'s anatomy'
positive,'i love harry potter'
positive,'i harry potter i eragon i lord rings'
positive,'harry potter picture awesome'
positive,'i love harry potter'
positive,'friend harry potter i love part a community dedicate i love'
positive,'i love harry potter'
positive,'friday harry potter feast amazing'
positive,'speak cowan briefly a harry potter study incredibly awesome i lazy semester college'
positive,'i love harry potter'
positive,'dork harry potter pretty awesome'
positive,'i love harry potter lord rings'
positive,'harry potter series delicious life suck i read'
positive,'harry potter real good'
positive,'i love harry potter'
positive,'harry potter rock'
positive,'i \'d forget i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i ’ m a person enjoy depth conversation subject i \'m interested intrigue harry potter'
positive,'yeah i love harry potter death lol'
positive,'i kick ass harry potter robe lend nicely halloween'
positive,'i enjoy read harry potter series'
positive,'harry potter not _'
positive,'deem cool i gavin degraw harry potter beatles draw'
positive,'get wrong i harry potter i a fantasy movie a kind a'
positive,'i love harry potter hall kaka'
positive,'television movie screen popular harry potter craze a perfect a literary nots adaptation'
positive,'love harry potter series i not_to talk'
positive,'i love harry potter'
positive,'love harry potter series i not_to talk'
positive,'love harry potter series i not_to talk'
positive,'love harry potter series i not_to talk'
positive,'love harry potter series i not_to talk'
positive,'love harry potter grip'
positive,'i love harry potter'
positive,'i a job college i love harry potter i sort i'
positive,'harry potter rock'
positive,'i state i enjoy harry potter film'
positive,'i love harry potter fandom'
positive,'harry potter gorgeous'
positive,'i not_to dress harry potter i not a lot money i not_been find town adult harry potter costume'
positive,'harry potter \'s awesome'
positive,'harry potter veil darkness ocean phoenix word total 5positive7 648 counting 6th year fic interesting'
positive,'i love harry potter i \'m strangely draw vampire book not_ask'
positive,'harry potter gorgeous'
positive,'i not_harry potter'
positive,'a n a gift sivullinen request ” i \'d love nc positive het harry potter fandom'
positive,'i enjoy harry potter quiz'
positive,'decide i not_the th harry potter'
positive,'a n a gift sivullinen request ” i \'d love nc positive het harry potter fandom'
positive,'xd i harry potter anime manga read food movie music friend'
positive,'i harry potter i \'ll grow'
positive,'personally i love read harry potter book'
positive,'harry potter rehearsal good'
positive,'i decide invisibility cloak harry potter not _'
positive,'harry potter goblet fire good folows movie'
positive,'i harry potter stuff man'
positive,'i a machine let future harry potter �'
positive,'i read a book not portuguese spanish tell read a nots book harry potter'
positive,'i harry potter'
positive,'i freak love harry potter'
positive,'i harry potter 200 times'
positive,'i harry potter explaination girl travel pack'
positive,'freak awesome harry potter animate emotes'
positive,'i gettting i not_my harry potter fit watch 4 i wait 5 movie'
positive,'apparently i not_to cast spell people i harry potter'
positive,'fair harry potter goblet fire simply a shade not_than i issue'
positive,'book i love harry potter book'
positive,'not i love read harry potter read post'
positive,'love harry potter book pirate caribbean picture write sarcastic quirky sense humor'
positive,'i love harry potter i ’ m not big otp ship side'
positive,'harry potter a story good conquering evil friendship form'
positive,'harry potter rock'
positive,'i love harry potter'
positive,'i love harry potter book movie'
positive,'i love harry potter book'
positive,'die i love harry potter'
positive,'i love harry potter'
positive,'i enjoy read watch harry potter relate winter specifically christmas tree \'s snow'
positive,'i love harry potter devastate not_to include'
positive,'i love colour harry potter'
positive,'i love intellectual harry potter debate'
positive,'irrespective write not_i harry potter legacy good hands i hope grand finale life hype'
positive,'i love harry potter'
positive,'i love harry potter i hate younger sis \'s watch'
positive,'love harry potter'
positive,'i love harry potter avatar'
positive,'i harry potter sport day messiah complex stop police story i longer'
positive,'i love harry potter month i \'ll intense harry potter phase'
positive,'idk harry potter icon funniest'
positive,'i harry potter'
positive,'i glad enjoy i a big harry potter fan a fan nots literature'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
positive,'story harry potter a deep profound i love harry potter'
positive,'harry potter awesome i care differently'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i love harry potter'
positive,'i start read harry potter series awesome story'
positive,'i harry potter'
positive,'i not_to i love harry potter i not_a place people fun'
positive,'i love harry potter series not a book catcher tye jane eyre virgin suicide yeah'
positive,'i friend i i harry potter i think join a community a good start'
